PR Number,Title,State,URL,Created At,Merged At
50178,[SPARK-51365][TESTS] Test maven + macos,closed,,2025-03-06T04:27:51Z,None
50177,[WIP][SPARK-51411][SS][DOCS] Add documentation for the transformWithState operator,open,,2025-03-06T02:55:44Z,None
50176,[SPARK-51409][SS] Add error classification in the changelog writer creation path,closed,,2025-03-06T01:52:56Z,None
50175,[SPARK-51407][DOCS][FOLLOWUP] Fix `spark.connect.ml.backend.classes` description,closed,,2025-03-05T23:38:05Z,None
50174,[SPARK-51387][BUILD][4.0] Upgrade Netty to 4.1.119.Final,open,,2025-03-05T23:05:18Z,None
50173,[SPARK-51408][YARN][TESTS] AmIpFilterSuite#testProxyUpdate fails in some networks,closed,,2025-03-05T22:42:38Z,None
50172,[SPARK-51407][CONNECT][DOCS][3.5] Document missed `Spark Connect` configurations,closed,,2025-03-05T22:16:40Z,None
50171,[SPARK-51407][CONNECT][DOCS] Document missed `Spark Connect` configurations,closed,,2025-03-05T21:32:11Z,None
50170,[SPARK-51400] Replace ArrayContains nodes to InSet,open,,2025-03-05T13:30:31Z,None
50169,[SPARK-51401][SQL] Change `ExplainUtils.generateFieldString` to directly call `QueryPlan.generateFieldString`,closed,,2025-03-05T12:41:43Z,None
50168,[SPARK-51397][SS] Fix maintenance pool shutdown handling issue causing long test times,closed,,2025-03-05T07:51:51Z,None
50167,[SPARK-51396][SQL] RuntimeConfig.getOption shouldn't use exceptions for control flow,closed,,2025-03-05T06:39:28Z,None
50166,[SPARK-51394][ML] Optimize out the additional shuffle in stats tests,closed,,2025-03-05T03:10:10Z,None
50165,[SPARK-51097] [SS] [4.0] Revert RocksDB instance metrics changes,closed,,2025-03-05T03:07:11Z,None
50164,[SPARK-51307][SQL][3.5] locationUri in CatalogStorageFormat shall be decoded for display,closed,,2025-03-05T03:07:06Z,None
50163,[SPARK-51277][PYTHON][FOLLOW-UP] Remove 0-arg check in Spark Connect side as well,closed,,2025-03-05T02:56:56Z,None
50162,[MINOR] Remove unused imports,closed,,2025-03-05T02:39:51Z,None
50161,[SPARK-51097] [SS] Revert RocksDB instance metrics changes,closed,,2025-03-05T02:27:44Z,None
