PR Number,Title,State,URL,Created At,Merged At
14763,Fix ParameterizedType in SERVER_STREAM,closed,,2024-10-11T03:39:02Z,2024-10-22T08:10:45Z
14760,Fix memory leak in HttpPostRequestDecoder when body is empty,closed,,2024-10-11T01:55:44Z,2024-10-11T05:41:45Z
14756,Bump io.micrometer:micrometer-core from 1.13.4 to 1.13.5,closed,,2024-10-07T07:41:44Z,2024-10-09T02:05:10Z
14755,Bump io.micrometer:micrometer-bom from 1.13.4 to 1.13.5,closed,,2024-10-07T07:41:24Z,2024-10-09T02:05:01Z
14754,Bump org.apache.maven.plugins:maven-failsafe-plugin from 3.5.0 to 3.5.1,closed,,2024-10-07T07:40:48Z,2024-10-10T01:34:24Z
14753,Bump netty4_version from 4.1.113.Final to 4.1.114.Final,closed,,2024-10-07T07:40:08Z,2024-10-09T02:04:46Z
14752,Bump org.apache.maven.plugins:maven-surefire-plugin from 3.5.0 to 3.5.1,closed,,2024-10-07T07:39:24Z,2024-10-09T02:04:37Z
14751,Bump com.alibaba:fastjson from 1.2.83 to 1.2.83_noneautotype,closed,,2024-10-07T07:39:11Z,2024-10-07T08:40:21Z
14750,Bump org.apache.maven.plugins:maven-javadoc-plugin from 3.10.0 to 3.10.1,closed,,2024-10-07T07:38:29Z,2024-10-09T02:04:29Z
14749,Bump org.testcontainers:testcontainers from 1.20.1 to 1.20.2,closed,,2024-10-07T07:37:40Z,2024-10-09T01:54:03Z
14748,Bump org.junit.platform:junit-platform-launcher from 1.9.3 to 1.11.2,closed,,2024-10-07T07:37:20Z,None
14747,Bump junit_jupiter_version from 5.9.3 to 5.11.2,closed,,2024-10-07T07:37:04Z,2024-10-11T04:26:06Z
14745,Update,closed,,2024-10-05T02:48:58Z,None
14742,Fix SpringRestToolKit getBean param mistake,closed,,2024-10-02T02:41:00Z,2024-10-02T02:43:11Z
14741,Fix memory leak in HttpPostRequestDecoder,closed,,2024-09-30T15:24:26Z,2024-10-02T02:16:24Z
14739,Bump io.micrometer:micrometer-tracing-bom from 1.3.3 to 1.3.4,closed,,2024-09-30T07:09:02Z,2024-10-02T01:51:50Z
14738,Bump jackson_version from 2.17.2 to 2.18.0,closed,,2024-09-30T07:08:21Z,2024-10-02T01:51:42Z
